task,group,prompt_id,n,pct_generic,pct_not_generic,pct_disc,pct_cap,pct_safety,pct_hedge,pct_filler,pct_deferral,pct_univ,pct_struct,distinct1,distinct2,self_bleu,mean_sem_sim
creative_tasks,adventure,ct11,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524731182795699,0.8812095032397408,0.13059195443687927,0.8447006940841675
creative_tasks,adventure,ct12,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4959183673469388,0.8422131147540983,0.16945326671890684,0.7810730338096619
creative_tasks,adventure,ct36,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46446700507614214,0.8256997455470738,0.07928251220378976,0.7130234241485596
creative_tasks,adventure,ct37,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46258503401360546,0.7767653758542141,0.24407776564700517,0.7749971151351929
creative_tasks,adventure,ct38,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49907235621521334,0.851024208566108,0.20394269973781243,0.7234383821487427
creative_tasks,character,ct17,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47404063205417607,0.8299319727891157,0.20065679054587654,0.8995116353034973
creative_tasks,character,ct18,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4672897196261682,0.8161350844277674,0.14530739566538192,0.6122467517852783
creative_tasks,character,ct45,2,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.4910941475826972,0.8260869565217391,0.22531432669814577,0.9462950229644775
creative_tasks,character,ct46,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4599483204134367,0.7272727272727273,0.3716946985464644,0.9321006536483765
creative_tasks,character,ct47,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5380281690140845,0.9065155807365439,0.054710277770757605,0.8686364889144897
creative_tasks,dialogue,ct27,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4720496894409938,0.803125,0.23339219967849878,0.9090842008590698
creative_tasks,dialogue,ct28,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48586118251928023,0.7777777777777778,0.2516213099343214,0.8116320371627808
creative_tasks,dialogue,ct29,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510548523206751,0.8382978723404255,0.18527422691848372,0.8550034761428833
creative_tasks,dialogue,ct7,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6189024390243902,0.9325153374233128,0.018991237085136135,0.6626647710800171
creative_tasks,dialogue,ct8,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48639455782312924,0.8047945205479452,0.24666151200753278,0.8480980396270752
creative_tasks,games,ct19,2,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.39805825242718446,0.7680311890838206,0.18623917843757842,0.79914391040802
creative_tasks,games,ct20,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373134328358209,0.49230769230769234,0.9461001920632909,0.9942417144775391
creative_tasks,games,ct48,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38724373576309795,0.6796338672768879,0.3045990077903531,0.9097397327423096
creative_tasks,games,ct49,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43673469387755104,0.7325102880658436,0.24872967083300734,0.9100598096847534
creative_tasks,games,ct50,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41578947368421054,0.7698412698412699,0.15347975069691894,0.8573487997055054
creative_tasks,ideas,ct30,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46691176470588236,0.7222222222222222,0.4232938304083031,0.8301544785499573
creative_tasks,ideas,ct31,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4336283185840708,0.7151335311572701,0.27076844154241453,0.8231135606765747
creative_tasks,ideas,ct32,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6627906976744186,0.5519541906985816,0.9668272733688354
creative_tasks,ideas,ct5,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8333333333333334,0.2454569847244379,0.8501270413398743
creative_tasks,ideas,ct6,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4942528735632184,0.7683397683397684,0.3580512518585624,0.8598339557647705
creative_tasks,imagination,ct10,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3859275053304904,0.7194860813704497,0.207301244280308,0.9144647121429443
creative_tasks,imagination,ct33,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48255813953488375,0.7631578947368421,0.2812533907194398,0.9215204119682312
creative_tasks,imagination,ct34,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48498845265588914,0.8213457076566125,0.21414855862532517,0.778886079788208
creative_tasks,imagination,ct35,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44163424124513617,0.7890625,0.10498990360173785,0.8706219792366028
creative_tasks,imagination,ct9,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472361809045226,0.7146464646464646,0.378004839845704,0.9077181220054626
creative_tasks,letter,ct13,2,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.3840947546531303,0.7215619694397284,0.3583211850610327,0.8824028968811035
creative_tasks,letter,ct14,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5573770491803278,0.8983516483516484,0.1121152541069543,0.721579909324646
creative_tasks,letter,ct39,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39851485148514854,0.6393034825870647,0.5953961045129914,0.9668017625808716
creative_tasks,letter,ct40,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38950276243093923,0.7388888888888889,0.31223502791799973,0.895687460899353
creative_tasks,letter,ct41,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3342696629213483,0.6271186440677966,0.4957778281418297,0.9507207870483398
creative_tasks,poetry,ct24,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45723684210526316,0.7682119205298014,0.2911596906092482,0.9210077524185181
creative_tasks,poetry,ct25,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.6851851851851852,0.5206920948207339,0.84024977684021
creative_tasks,poetry,ct26,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4563106796116505,0.7254901960784313,0.3991364354620792,0.9137904644012451
creative_tasks,poetry,ct3,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.8125,0.14923729480049117,0.7599817514419556
creative_tasks,poetry,ct4,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49145299145299143,0.771551724137931,0.3256980490994912,0.8785661458969116
creative_tasks,song,ct15,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2606741573033708,0.4785553047404063,0.26368001109107564,0.8131146430969238
creative_tasks,song,ct16,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.656934306569343,0.9259259259259259,0.020264565888778525,0.7365537881851196
creative_tasks,song,ct42,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4199029126213592,0.7536585365853659,0.029321328846883675,0.8462984561920166
creative_tasks,song,ct43,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425,0.7194244604316546,0.3159762461378073,0.9524495601654053
creative_tasks,song,ct44,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41796875,0.7795275590551181,0.12789725291404067,0.8319748640060425
creative_tasks,story,ct1,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4664371772805508,0.8583765112262521,0.09815332374195065,0.7833216190338135
creative_tasks,story,ct2,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4053030303030303,0.7518987341772152,0.25746083632099903,0.9298133850097656
creative_tasks,story,ct21,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4324734446130501,0.7884322678843226,0.24016766106716342,0.668442964553833
creative_tasks,story,ct22,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065656565656566,0.760759493670886,0.19633120506748458,0.9091421365737915
creative_tasks,story,ct23,2,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.42002301495972383,0.8292964244521338,0.14443128789988274,0.8604198694229126
everyday_advice,career,ea36,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34558823529411764,0.5867158671586716,0.6645982749184242,0.9452449083328247
everyday_advice,confidence,ea19,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.3865546218487395,0.6964586846543002,0.37453724616466283,0.9384936094284058
everyday_advice,confidence,ea35,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45558739255014324,0.7406340057636888,0.37122748747791456,0.8906635046005249
everyday_advice,confidence,ea50,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.40069686411149824,0.7272727272727273,0.3271793162234898,0.9604992866516113
everyday_advice,diet,ea30,2,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5106951871657754,0.7688172043010753,0.3752196109451847,0.8486648201942444
everyday_advice,energy,ea31,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36180904522613067,0.5176767676767676,0.8244987850632166,0.9904487729072571
everyday_advice,finance,ea13,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.42833876221498374,0.7532679738562091,0.2917001352838314,0.914862871170044
everyday_advice,finance,ea16,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4243027888446215,0.74,0.3639954367607977,0.9295620918273926
everyday_advice,finance,ea48,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46954813359528486,0.8224852071005917,0.1980942764633245,0.8968536853790283
everyday_advice,fitness,ea24,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3169811320754717,0.5170454545454546,0.6594289945798275,0.9817146062850952
everyday_advice,focus,ea38,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.48329621380846327,0.8456375838926175,0.12089667150141396,0.8808716535568237
everyday_advice,friendships,ea14,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41081081081081083,0.7341772151898734,0.324183820336889,0.9344852566719055
everyday_advice,friendships,ea34,2,50.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.41919191919191917,0.6802030456852792,0.4242219226255081,0.9405322670936584
everyday_advice,health,ea18,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42386831275720166,0.6446280991735537,0.5280321517763682,0.9779156446456909
everyday_advice,health,ea43,2,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.40053763440860213,0.7,0.3432524472610103,0.9141151905059814
everyday_advice,health,ea49,2,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.5023148148148148,0.8534883720930233,0.18295550862785434,0.8462252616882324
