task,pct_generic,pct_not_generic,pct_disc,pct_cap,pct_safety,pct_hedge,pct_filler,pct_deferral,pct_univ,pct_struct,distinct1,distinct2,self_bleu,mean_sem_sim
creative_tasks,5.0,95.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.4634544424898946,0.7685045232585449,0.2577759058645975,0.8487725460529327
everyday_advice,44.73684210526316,55.26315789473684,0.0,0.0,9.210526315789474,1.3157894736842106,1.3157894736842106,0.0,30.263157894736842,6.578947368421052,0.4156488576688836,0.6974425174144863,0.42828778041568544,0.9292517916152352
general_knowledge,3.0303030303030303,96.96969696969697,0.0,0.0,0.0,3.0303030303030303,0.0,0.0,0.0,0.0,0.4639335693005758,0.4946049598616816,0.6742183643082879,0.9863487048582598
moral_reasoning,67.6470588235294,32.35294117647059,0.0,0.0,0.0,67.6470588235294,2.9411764705882355,0.0,0.0,0.0,0.4329151392556927,0.6686065551525513,0.4880941021019905,0.9406217389246997
rephrasing_cooking_advice,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40128593368893156,0.6953628262362472,0.45521350449313136,0.9546799822287126
rephrasing_everyday_advice,43.75,56.25,0.0,0.0,0.0,0.0,0.0,0.0,43.75,3.125,0.4120178039865323,0.7097622072591889,0.4070085936699158,0.9343120865523815
rephrasing_wakeup_advice,72.72727272727273,27.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,72.72727272727273,9.090909090909092,0.3502612402878197,0.5940682176395133,0.5900011440561765,0.9648602117191661
writing_help,22.5,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.419417699936708,0.6961093036668639,0.4211932291814353,0.9336872607469558
